feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_5G289500v2	115.41318	98.982555	88.70782	61.194727	61.202141	63.022028	27.147425	35.235569	47.518742	95.376528	88.444436	73.062462	84.662788	85.660432	79.494288	37.222324	35.701961	30.528657
SEVIR_5G289600v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273995	0	0	0.109988
SEVIR_5G289700v2	0.11491	0.148401	0.107763	0.283616	0.402841	1.419902	0.054515	0	0.098209	0.143848	0.320162	2.002804	4.53306	5.531502	4.76847	0.297077	0.181441	0.182937
SEVIR_5G289900v2	0.21201	0.063818	0.258216	0.109705	0	0	0	0.246178	0	0.402718	0	0	0	0	0	0	0	0
SEVIR_5G290000v2	0	0	0	0	0	0	0	0	0.027734	0	0.029515	0	0.070325	0	0	0.067281	0	0
SEVIR_5G290100v2	4.644778	4.612226	6.667268	6.105453	5.748893	5.105263	2.097507	2.957096	2.447673	5.017882	5.496903	4.255364	6.102732	6.940497	7.155179	3.339121	3.885647	1.962683
SEVIR_5G290200v2	0.950452	0.868287	0.839352	0.30021	0.355271	0.045288	0.180249	0.165638	0.560564	0.530317	0.538454	0.688252	0.48422	0.292602	0.676138	0.325914	0	0.144157
SEVIR_5G290300v2	13.689946	16.916446	21.647049	52.985961	50.507501	58.287748	49.310287	30.247291	39.591682	21.628639	19.602847	20.764925	32.623026	32.957309	31.547457	46.945394	41.787466	42.755785
SEVIR_5G290400v2	0.023119	0.103352	0.059413	0.035591	0.094897	0.118491	0.026675	0.014662	0.035353	0.089216	0.050574	0.067658	0.059527	0.040036	0.040384	0.326941	0.145305	0.064675
SEVIR_5G290500v2	12.253288	12.288959	23.426781	3.716269	3.867378	1.633218	1.29268	2.603766	1.786328	10.377144	12.358638	9.833987	2.844132	2.8986	2.789512	1.793457	3.155553	1.117882
SEVIR_5G290600v2	2.377092	6.643509	4.903463	16.112666	12.613124	17.82431	27.07585	13.616141	8.21642	13.719289	8.655647	8.264037	14.635716	17.321456	15.865649	17.348954	26.35829	8.745846
SEVIR_5G290700v2	0.530008	2.595239	0.99778	1.607421	1.00168	4.32503	8.341378	6.598608	2.619291	3.260729	2.15678	0.919	2.198834	1.148111	1.550365	7.271236	6.613541	3.472391
SEVIR_5G290800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G290900v2	0.275011	1.651539	1.567039	10.988443	8.545551	18.173427	28.371163	42.58478	129.115866	0.906809	1.793245	13.927989	14.437324	12.923692	14.185976	102.686367	63.949883	59.498718
SEVIR_5G291000v2	0	0	0	0	0	0	0.189317	0	0	0	0	0	0	0	0	0	0	0.115848
SEVIR_5G291100v2	0.636727	0.132876	0.395524	0.466704	0.5334	0.051486	0.048053	0	0	0.123831	0.183478	0.057343	0	0.070169	0	0.055278	0.128965	0
